date,price,dividend,earnings,cpi,10y_yield
1988.09,268.00,9.46,22.73,119.80,8.98
1988.1,277.40,9.55,23.07,120.20,8.80
1988.11,271.00,9.64,23.42,120.30,8.96
1988.12,276.50,9.75,23.75,120.50,9.11
1989.01,285.40,9.81,24.16,121.10,9.09
1989.02,294.00,9.90,24.56,121.60,9.17
1989.03,292.70,10.01,24.96,122.30,9.36
1989.04,302.30,10.09,25.05,123.10,9.18
1989.05,313.90,10.19,25.13,123.80,8.86
1989.06,323.70,10.37,25.22,124.10,8.28
1989.07,331.90,10.42,24.71,124.40,8.02
1989.08,346.60,10.55,24.20,124.60,8.11
1989.09,347.30,10.73,23.69,125.00,8.19
1989.1,347.40,10.80,23.43,125.60,8.01
1989.11,340.20,10.92,23.16,125.90,7.87
1989.12,348.60,11.06,22.87,126.10,7.84
1990.01,339.97,11.14,22.49,127.40,8.21
1990.02,330.45,11.23,22.08,128.00,8.47
1990.03,338.46,11.32,21.67,128.70,8.59
1990.04,338.18,11.44,21.53,128.90,8.79
1990.05,350.25,11.55,21.40,129.20,8.76
1990.06,360.39,11.66,21.26,129.90,8.48
1990.07,360.03,11.73,21.42,130.40,8.47
1990.08,330.75,11.78,21.58,131.60,8.75
1990.09,315.41,11.83,21.74,132.70,8.89
1990.1,307.12,11.93,21.61,133.50,8.72
1990.11,315.29,12.01,21.47,133.80,8.39
1990.12,328.75,12.09,21.34,133.80,8.08
1991.01,325.49,12.11,21.18,134.60,8.09
1991.02,362.26,12.11,21.03,134.80,7.85
1991.03,372.28,12.11,20.94,135.00,8.11
1991.04,379.68,12.13,20.36,135.20,8.04
1991.05,377.99,12.14,19.86,135.60,8.07
1991.06,378.29,12.15,19.41,136.00,8.28
1991.07,380.23,12.19,18.84,136.20,8.27
1991.08,389.40,12.24,18.33,136.60,7.90
1991.09,387.20,12.28,17.82,137.20,7.65
1991.1,386.88,12.25,17.20,137.40,7.53
1991.11,385.92,12.23,16.59,137.80,7.42
1991.12,388.51,12.20,15.97,137.90,7.09
1992.01,416.08,12.24,16.05,138.10,7.03
1992.02,412.56,12.28,16.12,138.60,7.34
1992.03,407.36,12.32,16.19,139.30,7.54
1992.04,407.41,12.32,16.48,139.50,7.48
1992.05,414.81,12.32,16.77,139.70,7.39
1992.06,408.27,12.32,17.05,140.20,7.26
1992.07,415.05,12.34,17.38,140.50,6.84
1992.08,417.93,12.37,17.71,140.90,6.59
1992.09,418.48,12.40,18.04,141.30,6.42
1992.1,412.50,12.39,18.39,141.80,6.59
1992.11,422.84,12.38,18.74,142.00,6.87
1992.12,435.64,12.39,19.09,141.90,6.77
1993.01,435.23,12.41,19.34,142.60,6.60
1993.02,441.70,12.45,19.59,143.10,6.26
1993.03,450.16,12.48,19.84,143.60,5.98
1993.04,443.08,12.49,19.67,144.00,5.97
1993.05,445.25,12.51,19.50,144.20,6.04
1993.06,448.06,12.52,19.33,144.40,5.96
1993.07,447.29,12.52,19.69,144.40,5.81
1993.08,454.13,12.52,20.05,144.80,5.68
1993.09,459.24,12.52,20.41,145.10,5.36
1993.1,463.90,12.54,20.90,145.70,5.33
1993.11,462.89,12.56,21.39,145.80,5.72
1993.12,465.95,12.58,21.89,145.80,5.77
1994.01,472.99,12.62,22.16,146.20,5.75
1994.02,471.58,12.67,22.43,146.70,5.97
1994.03,463.81,12.71,22.71,147.20,6.48
1994.04,447.23,12.75,23.54,147.40,6.97
1994.05,450.90,12.80,24.37,147.50,7.18
1994.06,454.83,12.84,25.20,148.00,7.10
1994.07,451.40,12.87,25.91,148.40,7.30
1994.08,464.24,12.90,26.62,149.00,7.24
1994.09,466.96,12.92,27.33,149.40,7.46
1994.1,463.81,13.01,28.42,149.50,7.74
1994.11,461.01,13.10,29.51,149.70,7.96
1994.12,455.19,13.17,30.60,149.70,7.81
1995.01,465.25,13.18,31.25,150.30,7.78
1995.02,481.92,13.18,31.90,150.90,7.47
1995.03,493.15,13.17,32.55,151.40,7.20
1995.04,507.91,13.24,33.18,151.90,7.06
1995.05,523.81,13.31,33.80,152.20,6.63
1995.06,539.35,13.36,34.43,152.50,6.17
1995.07,557.37,13.44,34.68,152.50,6.28
1995.08,559.11,13.51,34.93,152.90,6.49
1995.09,578.77,13.58,35.18,153.20,6.20
1995.1,582.92,13.65,34.77,153.70,6.04
1995.11,595.53,13.72,34.37,153.60,5.93
1995.12,614.57,13.79,33.96,153.50,5.71
1996.01,614.42,13.89,33.99,154.40,5.65
1996.02,649.54,14.00,34.01,154.90,5.81
1996.03,647.07,14.10,34.04,155.70,6.27
1996.04,647.17,14.16,34.33,156.30,6.51
1996.05,661.23,14.21,34.62,156.60,6.74
1996.06,668.50,14.27,34.91,156.70,6.91
1996.07,644.07,14.40,35.27,157.00,6.87
1996.08,662.68,14.53,35.64,157.30,6.64
1996.09,674.88,14.66,36.00,157.80,6.83
1996.1,701.46,14.74,36.91,158.30,6.53
1996.11,735.67,14.82,37.82,158.60,6.20
1996.12,743.25,14.90,38.73,158.60,6.30
1997.01,766.22,14.95,39.23,159.10,6.58
1997.02,798.39,15.01,39.74,159.60,6.42
1997.03,792.16,15.06,40.24,160.00,6.69
1997.04,763.93,15.09,40.34,160.20,6.89
1997.05,833.09,15.13,40.45,160.10,6.71
1997.06,876.29,15.16,40.55,160.30,6.49
1997.07,925.29,15.22,40.58,160.50,6.22
1997.08,927.24,15.27,40.61,160.80,6.30
1997.09,937.02,15.33,40.64,161.20,6.21
1997.1,951.16,15.39,40.33,161.60,6.03
1997.11,938.92,15.44,40.03,161.50,5.88
1997.12,962.37,15.50,39.72,161.30,5.81
1998.01,963.36,15.55,39.66,161.60,5.54
1998.02,1023.74,15.60,39.60,161.90,5.57
1998.03,1076.83,15.64,39.54,162.20,5.65
1998.04,1112.20,15.75,39.35,162.50,5.64
1998.05,1108.42,15.85,39.16,162.80,5.65
1998.06,1108.39,15.95,38.97,163.00,5.50
1998.07,1156.58,16.02,38.68,163.20,5.46
1998.08,1074.62,16.08,38.38,163.40,5.34
1998.09,1020.64,16.14,38.09,163.60,4.81
1998.1,1032.47,16.17,37.96,164.00,4.53
1998.11,1144.43,16.18,37.84,164.00,4.83
1998.12,1190.05,16.20,37.71,163.90,4.65
1999.01,1248.77,16.28,37.93,164.30,4.72
1999.02,1246.58,16.37,38.16,164.50,5.00
1999.03,1281.66,16.45,38.38,165.00,5.23
1999.04,1334.76,16.45,39.26,166.20,5.18
1999.05,1332.07,16.45,40.14,166.20,5.54
1999.06,1322.55,16.45,41.02,166.20,5.90
1999.07,1380.99,16.51,42.00,166.70,5.79
1999.08,1327.49,16.58,42.98,167.10,5.94
1999.09,1318.17,16.64,43.96,167.90,5.92
1999.1,1300.01,16.66,45.36,168.20,6.11
1999.11,1391.00,16.67,46.77,168.30,6.03
1999.12,1428.68,16.69,48.17,168.30,6.28
2000.01,1425.59,16.71,49.10,168.80,6.66
2000.02,1388.87,16.74,50.02,169.80,6.52
2000.03,1442.21,16.76,50.95,171.20,6.26
2000.04,1461.36,16.74,51.27,171.30,5.99
2000.05,1418.48,16.72,51.60,171.50,6.44
2000.06,1461.96,16.70,51.92,172.40,6.10
2000.07,1473.00,16.58,52.51,172.80,6.05
2000.08,1485.46,16.47,53.11,172.80,5.83
2000.09,1468.05,16.35,53.70,173.70,5.80
2000.1,1390.14,16.32,52.47,174.00,5.74
2000.11,1378.04,16.30,51.23,174.10,5.72
2000.12,1330.93,16.27,50.00,174.00,5.24
2001.01,1335.63,16.17,48.48,175.10,5.16
2001.02,1305.75,16.07,46.96,175.80,5.10
2001.03,1185.85,15.97,45.44,176.20,4.89
2001.04,1189.84,15.88,42.56,176.90,5.14
2001.05,1270.37,15.78,39.67,177.70,5.39
2001.06,1238.71,15.69,36.79,178.00,5.28
2001.07,1204.45,15.71,33.96,177.50,5.24
2001.08,1178.50,15.72,31.14,177.50,4.97
2001.09,1044.64,15.74,28.31,178.30,4.73
2001.1,1076.59,15.74,27.10,177.70,4.57
2001.11,1129.68,15.74,25.90,177.40,4.65
2001.12,1144.93,15.74,24.69,176.70,5.09
2002.01,1140.21,15.74,24.69,177.10,5.04
2002.02,1100.67,15.73,24.70,177.80,4.91
2002.03,1153.79,15.73,24.70,178.80,5.28
2002.04,1111.93,15.83,25.38,179.80,5.21
2002.05,1079.25,15.94,26.06,179.80,5.16
2002.06,1014.02,16.04,26.74,179.90,4.93
2002.07,903.59,15.96,27.84,180.10,4.65
2002.08,912.55,15.88,28.94,180.70,4.26
2002.09,867.81,15.80,30.04,181.00,3.87
2002.1,854.63,15.89,29.22,181.30,3.94
2002.11,909.93,15.98,28.41,181.30,4.05
2002.12,899.18,16.07,27.59,180.90,4.03
2003.01,895.84,16.12,28.50,181.70,4.05
2003.02,837.03,16.17,29.41,183.10,3.90
2003.03,846.63,16.22,30.32,184.20,3.81
2003.04,890.03,16.20,31.73,183.80,3.96
2003.05,935.96,16.19,33.14,183.50,3.57
2003.06,988.00,16.17,34.55,183.70,3.33
2003.07,992.54,16.31,35.89,183.90,3.98
2003.08,989.53,16.45,37.24,184.60,4.45
2003.09,1019.44,16.59,38.58,185.20,4.27
2003.1,1038.73,16.86,41.97,185.00,4.29
2003.11,1049.90,17.12,45.35,184.50,4.30
2003.12,1080.64,17.39,48.74,184.30,4.27
2004.01,1132.52,17.60,49.83,185.20,4.15
2004.02,1143.36,17.81,50.91,186.20,4.08
2004.03,1123.98,18.02,52.00,187.40,3.83
2004.04,1133.36,18.21,53.38,188.00,4.35
2004.05,1102.78,18.41,54.77,189.10,4.72
2004.06,1132.76,18.60,56.15,189.70,4.73
2004.07,1105.85,18.79,56.69,189.40,4.50
2004.08,1088.94,18.97,57.23,189.50,4.28
2004.09,1117.66,19.16,57.77,189.90,4.13
2004.1,1117.21,19.25,58.03,190.90,4.10
2004.11,1168.94,19.35,58.29,191.00,4.19
2004.12,1199.21,19.44,58.55,190.30,4.23
2005.01,1181.41,19.70,59.11,190.70,4.22
2005.02,1199.63,19.97,59.66,191.80,4.17
2005.03,1194.90,20.23,60.22,193.30,4.50
2005.04,1164.43,20.46,61.23,194.60,4.34
2005.05,1178.28,20.70,62.25,194.40,4.14
2005.06,1202.25,20.93,63.26,194.50,4.00
2005.07,1222.24,21.11,64.33,195.40,4.18
2005.08,1224.27,21.29,65.40,196.40,4.26
2005.09,1225.92,21.47,66.47,198.80,4.20
2005.1,1191.96,21.72,67.59,199.20,4.46
2005.11,1237.37,21.97,68.71,197.60,4.54
2005.12,1262.07,22.22,69.83,196.80,4.47
2006.01,1278.73,22.41,70.78,198.30,4.42
2006.02,1276.65,22.59,71.72,198.70,4.57
2006.03,1293.74,22.78,72.67,199.80,4.72
2006.04,1302.17,23.00,73.28,201.50,4.99
2006.05,1290.01,23.22,73.88,202.50,5.11
2006.06,1253.17,23.44,74.49,202.90,5.11
2006.07,1260.24,23.66,75.85,203.50,5.09
2006.08,1287.15,23.88,77.21,203.90,4.88
2006.09,1317.74,24.10,78.57,202.90,4.72
2006.1,1363.38,24.36,79.55,201.80,4.73
2006.11,1388.64,24.62,80.53,201.50,4.60
2006.12,1416.42,24.88,81.51,201.80,4.56
2007.01,1424.16,25.08,82.06,202.42,4.76
2007.02,1444.80,25.29,82.60,203.50,4.72
2007.03,1406.95,25.49,83.15,205.35,4.56
2007.04,1463.64,25.72,83.74,206.69,4.69
2007.05,1511.14,25.94,84.33,207.95,4.75
2007.06,1514.19,26.17,84.92,208.35,5.10
2007.07,1520.71,26.44,82.81,208.30,5.00
2007.08,1454.62,26.71,80.71,207.92,4.67
2007.09,1497.12,26.98,78.60,208.49,4.52
2007.1,1539.66,27.23,74.46,208.94,4.53
2007.11,1463.39,27.48,70.32,210.18,4.15
2007.12,1479.22,27.73,66.18,210.04,4.10
2008.01,1378.76,27.92,64.25,211.08,3.74
2008.02,1354.87,28.11,62.32,211.69,3.74
2008.03,1316.94,28.30,60.39,213.53,3.51
2008.04,1370.47,28.44,57.38,214.82,3.68
2008.05,1403.22,28.57,54.38,216.63,3.88
2008.06,1341.25,28.71,51.37,218.82,4.10
2008.07,1257.33,28.76,49.56,219.96,4.01
2008.08,1281.47,28.80,47.76,219.09,3.89
2008.09,1216.95,28.85,45.95,218.78,3.69
2008.1,968.80,28.70,35.59,216.57,3.81
2008.11,883.04,28.54,25.24,212.43,3.53
2008.12,877.56,28.39,14.88,210.23,2.42
2009.01,865.58,28.01,12.21,211.14,2.52
2009.02,805.23,27.64,9.53,212.19,2.87
2009.03,757.13,27.26,6.86,212.71,2.82
2009.04,848.15,26.70,7.08,213.24,2.93
2009.05,902.41,26.15,7.29,213.86,3.29
2009.06,926.12,25.59,7.51,215.69,3.72
2009.07,935.82,25.03,9.19,215.35,3.56
2009.08,1009.73,24.46,10.86,215.83,3.59
2009.09,1044.55,23.90,12.54,215.97,3.40
2009.1,1067.66,23.40,25.35,216.18,3.39
2009.11,1088.07,22.91,38.16,216.33,3.40
2009.12,1110.38,22.41,50.97,215.95,3.59
2010.01,1123.58,22.24,54.29,216.69,3.73
2010.02,1089.16,22.07,57.61,216.74,3.69
2010.03,1152.05,21.90,60.93,217.63,3.73
2010.04,1197.32,21.95,62.99,218.01,3.85
2010.05,1125.06,21.99,65.04,218.18,3.42
2010.06,1083.36,22.04,67.10,217.97,3.20
2010.07,1079.80,22.14,68.69,218.01,3.01
2010.08,1087.28,22.25,70.27,218.31,2.70
2010.09,1122.08,22.35,71.86,218.44,2.65
2010.1,1171.58,22.48,73.69,218.71,2.54
2010.11,1198.89,22.60,75.52,218.80,2.76
2010.12,1241.53,22.73,77.35,219.18,3.29
2011.01,1282.62,22.96,78.67,220.22,3.39
2011.02,1321.12,23.20,79.99,221.31,3.58
2011.03,1304.49,23.43,81.31,223.47,3.41
2011.04,1331.51,23.73,82.16,224.91,3.46
2011.05,1338.31,24.04,83.02,225.96,3.17
2011.06,1287.29,24.34,83.87,225.72,3.00
2011.07,1325.19,24.62,84.91,225.92,3.00
2011.08,1185.31,24.90,85.94,226.55,2.30
2011.09,1173.88,25.18,86.98,226.89,1.98
2011.1,1207.22,25.60,86.97,226.42,2.15
2011.11,1226.42,26.01,86.96,226.23,2.01
2011.12,1243.32,26.43,86.95,225.67,1.98
2012.01,1300.58,26.74,87.48,226.67,1.97
2012.02,1352.49,27.04,88.01,227.66,1.97
2012.03,1389.24,27.35,88.54,229.39,2.17
2012.04,1386.43,27.67,88.33,230.09,2.05
2012.05,1341.27,28.00,88.13,229.82,1.80
2012.06,1323.48,28.32,87.92,229.48,1.62
2012.07,1359.78,28.74,87.45,229.10,1.53
2012.08,1403.45,29.17,86.97,230.38,1.68
2012.09,1443.42,29.59,86.50,231.41,1.72
2012.1,1437.82,30.14,86.50,231.32,1.75
2012.11,1394.51,30.70,86.51,230.22,1.65
2012.12,1422.29,31.25,86.51,229.60,1.72
2013.01,1480.40,31.54,86.91,230.28,1.91
2013.02,1512.31,31.82,87.30,232.17,1.98
2013.03,1550.83,32.11,87.70,232.77,1.96
2013.04,1570.70,32.50,88.78,232.53,1.76
2013.05,1639.84,32.88,89.87,232.95,1.93
2013.06,1618.77,33.27,90.95,233.50,2.30
2013.07,1668.68,33.65,92.09,233.60,2.58
2013.08,1670.09,34.02,93.23,233.88,2.74
2013.09,1687.17,34.40,94.37,234.15,2.81
2013.1,1720.03,34.60,96.31,233.55,2.62
2013.11,1783.54,34.79,98.26,233.07,2.72
2013.12,1807.78,34.99,100.20,233.05,2.90
2014.01,1822.36,35.40,100.42,233.92,2.86
2014.02,1817.04,35.82,100.63,234.78,2.71
2014.03,1863.52,36.23,100.85,236.29,2.72
2014.04,1864.26,36.61,101.61,237.07,2.71
2014.05,1889.77,37.00,102.36,237.90,2.56
2014.06,1947.09,37.38,103.12,238.34,2.60
2014.07,1973.10,37.75,104.07,238.25,2.54
2014.08,1961.53,38.12,105.01,237.85,2.42
2014.09,1993.23,38.49,105.96,238.03,2.53
2014.1,1937.27,38.81,104.74,237.43,2.30
2014.11,2044.57,39.12,103.53,236.15,2.33
2014.12,2054.27,39.44,102.31,234.81,2.21
2015.01,2028.18,39.90,101.29,233.71,1.88
2015.02,2082.20,40.35,100.27,234.72,1.98
2015.03,2079.99,40.81,99.25,236.12,2.04
2015.04,2094.86,41.12,97.80,236.60,1.94
2015.05,2111.94,41.43,96.36,237.81,2.20
2015.06,2099.29,41.74,94.91,238.64,2.36
2015.07,2094.14,42.00,93.49,238.65,2.32
2015.08,2039.87,42.25,92.08,238.32,2.17
2015.09,1944.41,42.51,90.66,237.95,2.17
2015.1,2024.81,42.80,89.28,237.84,2.07
2015.11,2080.62,43.10,87.91,237.34,2.26
2015.12,2054.08,43.39,86.53,236.53,2.24
2016.01,1918.60,43.55,86.50,236.92,2.09
2016.02,1904.42,43.72,86.47,237.11,1.78
2016.03,2021.95,43.88,86.44,238.13,1.89
2016.04,2075.54,44.07,86.60,239.26,1.81
2016.05,2065.55,44.27,86.76,240.23,1.81
2016.06,2083.89,44.46,86.92,241.02,1.64
2016.07,2148.90,44.65,87.64,240.63,1.50
2016.08,2170.95,44.84,88.37,240.85,1.56
2016.09,2157.69,45.03,89.09,241.43,1.63
2016.1,2143.02,45.25,90.91,241.73,1.76
2016.11,2164.99,45.48,92.73,241.35,2.14
2016.12,2246.63,45.70,94.55,241.43,2.49
2017.01,2275.12,45.93,96.46,242.84,2.43
2017.02,2329.91,46.15,98.38,243.60,2.42
2017.03,2366.82,46.38,100.29,243.80,2.48
2017.04,2359.31,46.66,101.53,244.52,2.30
2017.05,2395.35,46.94,102.78,244.73,2.30
2017.06,2433.99,47.22,104.02,244.96,2.19
2017.07,2454.10,47.54,105.04,244.79,2.32
2017.08,2456.22,47.85,106.06,245.52,2.21
2017.09,2492.84,48.17,107.08,246.82,2.20
2017.1,2557.00,48.42,108.01,246.66,2.36
2017.11,2593.61,48.68,108.95,246.67,2.35
2017.12,2664.34,48.93,109.88,246.52,2.40
2018.01,2789.80,49.29,111.73,247.87,2.58
2018.02,2705.16,49.64,113.59,248.99,2.86
2018.03,2702.77,50.00,115.44,249.55,2.84
2018.04,2653.63,50.33,117.79,250.55,2.87
2018.05,2701.49,50.66,120.13,251.59,2.98
2018.06,2754.35,50.99,122.48,251.99,2.91
2018.07,2793.64,51.44,125.12,252.01,2.89
2018.08,2857.82,51.89,127.75,252.15,2.89
2018.09,2901.50,52.34,130.39,252.44,3.00
2018.1,2785.46,52.81,131.06,252.89,3.15
2018.11,2723.23,53.28,131.72,252.04,3.12
2018.12,2567.31,53.75,132.39,251.23,2.83
2019.01,2607.39,54.15,133.06,251.71,2.71
2019.02,2754.86,54.54,133.72,252.78,2.68
2019.03,2803.98,54.94,134.39,254.20,2.57
2019.04,2903.80,55.32,134.68,255.55,2.53
2019.05,2854.71,55.70,134.98,256.09,2.40
2019.06,2890.17,56.08,135.27,256.14,2.06
2019.07,2996.11,56.46,134.48,256.57,1.63
2019.08,2897.50,56.84,133.69,256.56,1.63
2019.09,2982.16,57.22,132.90,256.76,1.70
2019.1,2977.68,57.56,135.09,257.35,1.71
2019.11,3104.90,57.90,137.28,257.21,1.81
2019.12,3176.75,58.24,139.47,256.97,1.86
2020.01,3278.20,58.69,131.76,257.97,1.76
2020.02,3277.31,59.13,124.04,258.68,1.50
2020.03,2652.39,59.58,116.33,258.12,0.87
2020.04,2761.98,59.61,110.63,256.39,0.66
2020.05,2919.62,59.65,104.93,256.39,0.67
2020.06,3104.66,59.68,99.23,257.80,0.73
2020.07,3207.62,59.40,98.89,259.10,0.62
2020.08,3391.71,59.13,98.56,259.92,0.65
2020.09,3365.52,58.85,98.22,260.28,0.68
2020.1,3418.70,58.66,96.86,260.39,0.79
2020.11,3548.99,58.47,95.49,260.23,0.87
2020.12,3695.31,58.28,94.13,260.47,0.93
2021.01,3793.75,58.06,105.49,261.58,1.08
2021.02,3883.43,57.85,116.84,263.01,1.26
2021.03,3910.51,57.63,128.20,264.88,1.61
2021.04,4141.18,57.71,138.39,267.05,1.64
2021.05,4167.85,57.79,148.57,269.20,1.62
2021.06,4238.49,57.87,158.76,271.70,1.52
2021.07,4363.71,58.33,164.32,273.00,1.32
2021.08,4454.21,58.79,169.87,273.57,1.28
2021.09,4445.54,59.25,175.43,274.31,1.37
2021.1,4460.71,59.64,182.91,276.59,1.58
2021.11,4667.39,60.02,190.39,277.95,1.56
2021.12,4674.77,60.40,197.87,278.80,1.47
2022.01,4573.82,60.92,197.88,281.15,1.76
2022.02,4435.98,61.45,197.90,283.72,1.93
2022.03,4391.27,61.97,197.91,287.50,2.13
2022.04,4391.30,62.65,196.03,289.11,2.75
2022.05,4040.36,63.34,194.14,292.30,2.90
2022.06,3898.95,64.02,192.26,296.31,3.14
2022.07,3911.73,64.45,191.47,296.28,2.90
2022.08,4158.56,64.89,190.67,296.17,2.90
2022.09,3850.52,65.32,189.88,296.81,3.52
2022.1,3726.05,0,0.00,297.13,3.98
2022.11,3770.55,0.00,0.00,297.29,4.14