Date,Close/Last,Volume,Open,High,Low
08/19/2022,57.79,3008498,57.66,57.85,57.65
08/18/2022,57.83,2376645,57.76,57.85,57.68
08/17/2022,57.71,2691167,57.65,57.79,57.56
08/16/2022,57.83,2866055,57.73,57.89,57.65
08/15/2022,57.77,2430805,57.53,57.77,57.5
08/12/2022,57.62,8705529,57.4,57.62,57.32
08/11/2022,57.3,3273869,57.51,57.59,57.24
08/10/2022,57.35,5960330,57.34,57.42,57.22
08/09/2022,57.12,2136032,56.99,57.18,56.98
08/08/2022,56.99,2375559,56.93,57.0957,56.855
08/05/2022,56.81,2825173,56.48,56.83,56.425
08/04/2022,56.69,2555542,56.64,56.7941,56.56
08/03/2022,56.67,3245481,56.58,56.8,56.46
08/02/2022,56.49,2482467,56.54,56.71,56.44
08/01/2022,56.73,2647985,56.72,56.82,56.5
07/29/2022,57.43,4366432,57.28,57.49,57.23
07/28/2022,57.33,3044199,56.83,57.39,56.69
07/27/2022,56.74,2795155,56.65,56.85,56.4223
07/26/2022,56.5,2247939,56.46,56.57,56.3011
07/25/2022,56.51,1953068,56.29,56.57,56.2393
07/22/2022,56.2,3577956,56.13,56.2978,56.02
07/21/2022,56.05,2081752,55.78,56.05,55.63
07/20/2022,55.77,2338602,55.92,55.967,55.5868
07/19/2022,55.88,2361367,55.52,55.98,55.47
07/18/2022,55.19,2782884,56,56.005,55.07
07/15/2022,55.53,2629481,55.22,55.635,55.22
07/14/2022,54.89,2471436,54.67,54.92,54.2
07/13/2022,54.89,3088929,54.8,55.34,54.66
07/12/2022,55.23,2123197,55.5,55.69,55.02
07/11/2022,55.62,1717597,55.46,55.7799,55.44
07/08/2022,55.53,2530749,55.64,55.84,55.47
07/07/2022,55.64,2060874,55.75,55.87,55.45
07/06/2022,55.45,1804630,55.25,55.75,55.06
07/05/2022,55.11,2796309,54.91,55.16,54.3
07/01/2022,55.5,1809762,54.77,55.58,54.6801
06/30/2022,55.45,2568047,55.09,55.8,54.901
06/29/2022,55.53,2061421,55.55,55.7027,55.3
06/28/2022,55.46,2179032,56.36,56.65,55.4
06/27/2022,56.2,2084409,56.26,56.3799,56.0292
06/24/2022,56.12,1694630,55.2,56.15,55.14
06/23/2022,54.89,1728176,54.48,54.94,54.3201
06/22/2022,54.3,1884765,53.57,54.74,53.56
06/21/2022,54.12,1686308,53.62,54.3,53.55
06/17/2022,52.91,2727150,53.01,53.305,52.54
06/16/2022,52.86,2424763,53.26,53.3277,52.61
06/15/2022,54.08,2114152,54.21,54.729,53.3801
06/14/2022,53.76,2455902,54.33,54.425,53.3
06/13/2022,54.09,2898123,54.7,54.8999,53.85
06/10/2022,55.79,2520683,56.25,56.25,55.62
06/09/2022,56.8,1664835,57.5,57.6838,56.75
06/08/2022,57.57,1759055,57.98,57.98,57.45
06/07/2022,58.05,1405788,57.33,58.05,57.33
06/06/2022,57.7,1913072,57.91,58,57.6
06/03/2022,57.57,1510702,57.55,57.7391,57.4701
06/02/2022,57.68,1566717,57.33,57.755,56.91
06/01/2022,57.28,2259201,57.68,57.79,56.96
05/31/2022,58.07,4628755,58.24,58.4331,57.8201
05/27/2022,58.5,2096694,57.87,58.5,57.8609
05/26/2022,57.69,1999925,57.32,57.8313,57.32
05/25/2022,57.06,1999844,56.91,57.24,56.6201
05/24/2022,56.93,1835451,56.44,57.0747,56.055
05/23/2022,56.7,2270108,56.29,56.825,56.1191
05/20/2022,55.8,2600320,56.11,56.13,54.9
05/19/2022,55.68,2581207,55.6,56.1611,55.2899
05/18/2022,56,3198299,57.46,57.5,55.85
05/17/2022,57.82,1906505,57.78,57.87,57.37
05/16/2022,57.28,1738659,57.07,57.5991,56.9
05/13/2022,57.09,2136512,56.69,57.2,56.5
05/12/2022,56.32,2819272,56,56.4799,55.6
05/11/2022,56.25,3283570,56.44,57.2433,56.2
05/10/2022,56.53,6092979,57.25,57.38,56.1201
05/09/2022,56.73,3203686,57.19,57.2816,56.55
05/06/2022,57.8,3047431,57.78,58.02,57.12
05/05/2022,58.1,2959203,59.12,59.179,57.68
05/04/2022,59.34,2816464,58.18,59.385,57.95
05/03/2022,58.16,1862851,58.1,58.545,57.83
05/02/2022,57.88,2874734,58.19,58.4256,56.96
04/29/2022,58.58,3134324,60,60.05,58.53
04/28/2022,60.31,3352694,59.79,60.49,59.44
04/27/2022,59.48,2191082,59.49,60.0499,59.2713
04/26/2022,59.27,2543962,60.28,60.35,59.25
04/25/2022,60.44,2748244,60.01,60.56,59.3096
04/22/2022,60.22,3103014,61.6,61.66,60.16
04/21/2022,61.69,2697986,62.5,62.6,61.61
04/20/2022,62.23,1782784,62,62.39,61.96
04/19/2022,61.7,2176679,61.19,61.8,61.19
04/18/2022,61.17,2068159,61.32,61.5,60.94
04/14/2022,61.31,3310055,61.55,61.71,61.27
04/13/2022,61.49,1990487,61.27,61.53,61.06
04/12/2022,61.12,2587475,61.58,61.6799,61.04
04/11/2022,61.34,2682675,61.79,61.86,61.2603
04/08/2022,61.8,2122010,61.81,61.9289,61.51
04/07/2022,61.7,2823384,61.42,61.76,61.25
04/06/2022,61.42,1706341,61,61.4499,60.85
04/05/2022,60.95,2110088,60.94,61.25,60.9
04/04/2022,60.85,2005603,61.115,61.115,60.69
04/01/2022,61.01,1874486,61,61.1399,60.71
03/31/2022,61.4,2834500,61.69,61.9,61.27
03/30/2022,61.6,2167128,61.57,61.6272,61.43
03/29/2022,61.6,2442880,61.78,61.78,61.42
03/28/2022,61.49,1854454,61.32,61.49,61.19
03/25/2022,61.3,1431408,61.19,61.3,61.0001
03/24/2022,61.01,2313695,60.92,61.01,60.75
03/23/2022,60.69,1574213,61,61,60.63
03/22/2022,61.02,1511183,61.07,61.1492,60.9057
03/21/2022,60.86,1654997,60.98,61.1416,60.69
03/18/2022,60.9,1308361,60.68,60.95,60.464
03/17/2022,60.7,1214455,60.16,60.7,60.05
03/16/2022,60.12,1426828,60,60.21,59.31
03/15/2022,59.62,1360399,59,59.6799,58.9501
03/14/2022,58.71,1193271,58.9,59.3905,58.58
03/11/2022,58.64,1217464,59.43,59.48,58.56
03/10/2022,58.85,2049790,58.51,59.036,58.4
03/09/2022,58.91,1140937,58.89,59.2,58.6112
03/08/2022,58.11,1687242,58.8,59.2283,58.055
03/07/2022,58.87,1768488,59.65,59.86,58.74
03/04/2022,59.86,2046011,59.56,59.86,59.2
03/03/2022,59.73,1979046,59.86,60.1,59.565
03/02/2022,59.52,913548,58.94,59.74,58.86
03/01/2022,58.79,1511099,59.35,59.4446,58.46
02/28/2022,59.86,1729069,59.65,59.94,59.208
02/25/2022,60.03,3125411,59,60.0599,58.8801
02/24/2022,58.69,3438375,57.33,58.749,57.08
02/23/2022,58.33,2957503,59.42,59.5007,58.3
02/22/2022,59.06,1069664,59.3,59.69,58.79
02/18/2022,59.54,988848,59.68,59.9,59.34
02/17/2022,59.72,1127064,60,60.19,59.58
02/16/2022,60.31,1149368,60.03,60.46,59.82
02/15/2022,60.15,969138,60.26,60.44,59.925
02/14/2022,59.71,966759,59.79,59.9982,59.2957
02/11/2022,59.88,2048069,60.51,60.739,59.68
02/10/2022,60.5,1492764,60.96,61.1997,60.3
02/09/2022,61.31,3341769,61.13,61.379,61.05
02/08/2022,60.79,2423334,60.56,60.8678,60.3502
02/07/2022,60.4,1137640,60.75,60.77,60.31
02/04/2022,60.63,1789678,60.76,60.99,60.16
02/03/2022,60.92,1906585,61.2,61.36,60.85
02/02/2022,61.47,2077264,60.98,61.59,60.8658
02/01/2022,60.79,1543714,60.75,60.893,60.2771
01/31/2022,60.99,1357231,60.3,60.99,60.06
01/28/2022,60.37,1262648,59.33,60.4,58.8
01/27/2022,59.27,1806256,59.69,60.24,59.04
01/26/2022,59.26,1999787,60.06,60.3096,58.8
01/25/2022,59.59,2016666,59.54,60.1,58.725
01/24/2022,60.26,3409818,59.6,60.33,58.38
01/21/2022,60.07,2032024,60.5,61.045,60
01/20/2022,60.7,1614565,61.33,61.85,60.61
01/19/2022,61.17,1784173,61.67,61.83,61.14
01/18/2022,61.45,1974286,61.74,61.848,61.32
01/14/2022,62.19,1964452,62.22,62.23,61.7062
01/13/2022,62.44,2509462,62.84,62.9,62.32
01/12/2022,62.72,1724052,62.67,62.85,62.59
01/11/2022,62.57,1331983,62.5,62.6,61.8778
01/10/2022,62.43,1696729,62.32,62.4693,61.75
01/07/2022,62.56,1403626,62.72,62.72,62.44
01/06/2022,62.76,1619531,62.9,62.98,62.65
01/05/2022,62.89,1356030,63.09,63.39,62.85
01/04/2022,63.04,1159840,62.97,63.16,62.87
01/03/2022,62.91,1058044,63.2,63.3,62.59
